dataset,setting,regime,learner,method,repeat,T,K,target_mean,boundary_ratio,base_target_mean,target_feedback,lower_bound_source,mu_minus_K,z_star,cost,Lambda_T,normalized_cost,target_budget_fraction,target_cost,non_target_avg,H,T0,non_target_online_pulls,zero_non_target_pulls,online_ratio,status,seed,clean_sum_json,allocation_json,online_counts_json,trajectory_seconds
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.13659846567636336,26257,25059.44785667459,1.0477884488985836,0.6025821685645733,15822,1159.4444444444443,73693,26307,0,1,1.0,simulated,2492326142,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1145, 1171, 1171, 1171, 1158, 1145, 1158, 1171, 1145, 15822]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 73693]",0.0023181249998742715
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,100000,10,0.016442451420029897,0.15688135668249298,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18939614126930276,41902,32976.642231990234,1.2706569609246445,0.6381795618347573,26741,1684.5555555555557,58048,41952,0,1,1.0,simulated,410435471,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[1673, 1694, 1694, 1694, 1683, 1673, 1683, 1694, 1673, 26741]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58048]",0.003046334008104168
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.10717857919779214,48746,47353.36579619098,1.0294094026980665,0.6157018011734297,30013,2081.4444444444443,201204,48796,0,1,1.0,simulated,2722242303,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[2063, 2096, 2096, 2096, 2080, 2063, 2080, 2096, 2063, 30013]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 201204]",0.004230708000250161
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,250000,10,0.010399119360792878,0.13126894207261167,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.14776493260187024,74722,61975.520735617014,1.20566957910299,0.6480420759615642,48423,2922.1111111111113,175228,74772,0,1,1.0,simulated,3210379574,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[2907, 2934, 2934, 2934, 2921, 2907, 2921, 2934, 2907, 48423]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 175228]",0.009309417000622489
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0730350127684482,124959,123603.82576037137,1.0109638535157957,0.6305348154194576,78791,5129.777777777777,874991,125009,0,1,1.0,simulated,538957713,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[5102, 5152, 5152, 5152, 5127, 5102, 5127, 5152, 5102, 78791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 874991]",0.017809124998166226
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,1000000,10,0.005199559680396439,0.10057983550920645,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09962408820708102,182939,160643.27736779582,1.1387902624842352,0.6579242261081563,120360,6953.222222222223,817011,182989,0,1,1.0,simulated,2299809992,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[6931, 6971, 6971, 6971, 6951, 6931, 6951, 6971, 6931, 120360]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 817011]",0.03583954198984429
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05618853144972871,233367,232606.34472215077,1.0032701398526245,0.637776549383589,148836,9392.333333333334,2266583,233417,0,1,1.0,simulated,3638602152,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[9355, 9422, 9422, 9422, 9389, 9355, 9389, 9422, 9355, 148836]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2266583]",0.04570208300719969
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,2500000,10,0.0032884902840059796,0.08450672706639467,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07606913560903711,333740,301113.0238807741,1.108354582936089,0.6621052316174267,220971,12529.888888888889,2166210,333790,0,1,1.0,simulated,2130585543,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[12501, 12553, 12553, 12553, 12527, 12501, 12527, 12553, 12501, 220971]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2166210]",0.10527983399515506
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0374079153844314,601650,603968.343962668,0.9961614810017074,0.6459203856062494,388618,23670.222222222223,9398300,601700,0,1,1.0,simulated,4067707996,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[23614, 23715, 23715, 23715, 23665, 23614, 23665, 23715, 23614, 388618]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9398300]",0.1873155420034891
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,10000000,10,0.0016442451420029898,0.06509215618281318,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05007896869120011,836677,777780.8263738758,1.0757233549979708,0.6660814149307319,557295,31042.444444444445,9163273,836727,0,1,1.0,simulated,3965532255,"[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0]","[30998, 31078, 31078, 31078, 31038, 30998, 31038, 31078, 30998, 557295]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9163273]",0.42895983401103877
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,100000,15,0.016442451420029897,0.13704848847915332,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.15803616340212628,31301,29035.7694853145,1.0780151707648455,0.5996933005335293,18771,895.0,68624,31376,0,1,1.0,simulated,1133924121,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[906, 906, 906, 906, 906, 895, 895, 906, 873, 906, 895, 873, 873, 884, 18771]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68624]",0.0028967500111320987
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,100000,15,0.016442451420029897,0.13704848847915332,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.21567670547254247,49534,38383.40140857019,1.2905057442079668,0.6272661202406428,31071,1318.7857142857142,50391,49609,0,1,1.0,simulated,1924448952,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[1328, 1328, 1328, 1328, 1328, 1319, 1319, 1328, 1300, 1328, 1319, 1300, 1300, 1310, 31071]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50391]",0.003603916004067287
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,250000,15,0.010399119360792878,0.11467398342123439,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.12420946749137407,57767,54867.18707753817,1.0528514960747637,0.6138106531410668,35458,1593.5,192158,57842,0,1,1.0,simulated,1914957154,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[1608, 1608, 1608, 1608, 1608, 1594, 1594, 1608, 1564, 1608, 1594, 1564, 1564, 1579, 35458]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192158]",0.004770958999870345
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,250000,15,0.010399119360792878,0.11467398342123439,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.16909166535017434,87873,72117.80156339164,1.2184647631383982,0.6393772831245093,56184,2263.5,162052,87948,0,1,1.0,simulated,1270213964,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[2275, 2275, 2275, 2275, 2275, 2264, 2264, 2275, 2240, 2275, 2264, 2240, 2240, 2252, 56184]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162052]",0.010372999997343868
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,1000000,15,0.005199559680396439,0.08786457944723307,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0847745129892048,147109,143216.7305843177,1.0271774770992328,0.6296555615224085,92628,3891.5,852816,147184,0,1,1.0,simulated,3973792240,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[3913, 3913, 3913, 3913, 3913, 3892, 3892, 3913, 3848, 3913, 3892, 3848, 3848, 3870, 92628]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 852816]",0.02036345799569972
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,1000000,15,0.005199559680396439,0.08786457944723307,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.11461458273243078,213976,186867.8377640692,1.1450659597728974,0.6518114181029648,139472,5321.714285714285,785949,214051,0,1,1.0,simulated,1196531441,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[5339, 5339, 5339, 5339, 5339, 5322, 5322, 5339, 5287, 5339, 5322, 5287, 5287, 5304, 139472]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 785949]",0.04858091699134093
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,2500000,15,0.0032884902840059796,0.07382342590400462,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0652576129263053,273844,269515.28400794626,1.0160611150791956,0.6373519229926528,174535,7093.5,2226081,273919,0,1,1.0,simulated,631862792,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[7122, 7122, 7122, 7122, 7122, 7094, 7094, 7122, 7036, 7122, 7094, 7036, 7036, 7065, 174535]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2226081]",0.05287695801234804
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,2500000,15,0.0032884902840059796,0.07382342590400462,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.08773426057369219,389415,350198.96764450165,1.1119821472326779,0.6572653852573732,255949,9533.285714285714,2110510,389490,0,1,1.0,simulated,4235211886,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[9556, 9556, 9556, 9556, 9556, 9533, 9533, 9556, 9488, 9556, 9533, 9488, 9488, 9511, 255949]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2110510]",0.13218741700984538
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,10000000,15,0.0016442451420029898,0.056863236048869684,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.04346283362556293,703466,699803.3520940593,1.0052338244665173,0.6459132353233845,454378,17792.0,9296459,703541,0,1,1.0,simulated,4161847128,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[17836, 17836, 17836, 17836, 17836, 17792, 17792, 17836, 17704, 17836, 17792, 17704, 17704, 17748, 454378]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9296459]",0.21812841600331012
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,10000000,15,0.0016442451420029898,0.056863236048869684,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.05791160048273722,973918,904329.9668195297,1.0769498255434429,0.6626379222891455,645355,23468.785714285714,9026007,973993,0,1,1.0,simulated,1957357576,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 2.0, 5.0, 4.0, 2.0, 2.0, 3.0, 0.0]","[23503, 23503, 23503, 23503, 23503, 23469, 23469, 23503, 23400, 23503, 23469, 23400, 23400, 23435, 645355]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9026007]",0.5620059159991797
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,100000,20,0.016442451420029897,0.12451681531599387,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.1741434752812106,35285,32147.104475194756,1.097610518148734,0.5976477256624628,21088,747.2105263157895,64615,35385,0,1,1.0,simulated,4272012987,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[753, 753, 753, 732, 742, 763, 753, 763, 763, 742, 742, 763, 722, 753, 742, 732, 742, 742, 742, 21088]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64615]",0.0044036250037606806
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,100000,20,0.016442451420029897,0.12451681531599387,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.23539337438514552,55705,42632.14931415255,1.3066430122843389,0.6196212189211022,34516,1115.2105263157894,44195,55805,0,1,1.0,simulated,3861366890,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[1120, 1120, 1120, 1103, 1111, 1128, 1120, 1128, 1128, 1111, 1111, 1128, 1094, 1120, 1111, 1103, 1111, 1111, 1111, 34516]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44195]",0.004543041999568231
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,250000,20,0.010399119360792878,0.1041882283684082,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.1371355484009238,64890,60746.49394546845,1.0682097975605167,0.6123285560178764,39734,1324.0,185010,64990,0,1,1.0,simulated,3870718238,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[1331, 1331, 1331, 1304, 1318, 1344, 1331, 1344, 1344, 1318, 1318, 1344, 1291, 1331, 1318, 1304, 1318, 1318, 1318, 39734]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185010]",0.00891216698801145
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,250000,20,0.010399119360792878,0.1041882283684082,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.18526875914112922,98437,80086.01082922542,1.2291410070343751,0.6333187724128122,62342,1899.7368421052631,151463,98537,0,1,1.0,simulated,111171572,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[1905, 1905, 1905, 1884, 1895, 1916, 1905, 1916, 1916, 1895, 1895, 1916, 1873, 1905, 1895, 1884, 1895, 1895, 1895, 62342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151463]",0.014726542009157129
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,1000000,20,0.005199559680396439,0.07983026834705138,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.0937814768653126,164544,158563.15442297678,1.037719012331635,0.6289381563593932,103488,3213.4736842105262,835356,164644,0,1,1.0,simulated,1632708958,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[3224, 3224, 3224, 3184, 3204, 3244, 3224, 3244, 3244, 3204, 3204, 3244, 3164, 3224, 3204, 3184, 3204, 3204, 3204, 103488]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 835356]",0.03992091699910816
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,1000000,20,0.005199559680396439,0.07983026834705138,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.12612215382554226,238711,207464.75388734078,1.1506099013311284,0.6475864120212307,154586,4427.631578947368,761189,238811,0,1,1.0,simulated,3518195945,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[4436, 4436, 4436, 4404, 4420, 4452, 4436, 4452, 4452, 4420, 4420, 4452, 4389, 4436, 4420, 4404, 4420, 4420, 4420, 154586]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 761189]",0.06979795799998101
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,2500000,20,0.0032884902840059796,0.06707303372179221,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.07225050187062648,305683,298395.2602684533,1.024423108212209,0.6369147122999971,194694,5841.526315789473,2194217,305783,0,1,1.0,simulated,335702667,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[5855, 5855, 5855, 5803, 5829, 5882, 5855, 5882, 5882, 5829, 5829, 5882, 5777, 5855, 5829, 5803, 5829, 5829, 5829, 194694]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2194217]",0.10141891699458938
MovieLens-25M,near-boundary-fixed-k-v2,fixed,TS,Ours,0,2500000,20,0.0032884902840059796,0.06707303372179221,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.09673885795998544,433640,388744.55346659984,1.1154882972199827,0.6539133843741353,283563,7898.789473684211,2066260,433740,0,1,1.0,simulated,1353775915,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[7910, 7910, 7910, 7868, 7889, 7930, 7910, 7930, 7930, 7889, 7889, 7930, 7848, 7910, 7889, 7868, 7889, 7889, 7889, 283563]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2066260]",0.18126150000898633
MovieLens-25M,near-boundary-fixed-k-v2,fixed,UCB,Ours,0,10000000,20,0.0016442451420029898,0.051663678599737986,0.016442451420029897,Bernoulli; same mean in clean and online rewards,"clean log: max(0, empirical mean - 2 beta)",0.0,0.048156261271619843,783423,774790.9516652355,1.0111411320901618,0.6457916093859895,505928,14605.0,9216477,783523,0,1,1.0,simulated,529359373,"[4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 3.0, 2.0, 3.0, 3.0, 3.0, 0.0]","[14626, 14626, 14626, 14546, 14586, 14666, 14626, 14666, 14666, 14586, 14586, 14666, 14507, 14626, 14586, 14546, 14586, 14586, 14586, 505928]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9216477]",0.40748654199705925
